ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin
Standard Class,Corporate,United States,New York City,New York,10035,east,furniture,Furnishings,37.74,3,0.0,12.8316,0.34
Standard Class,Consumer,United States,Marlborough,Massachusetts,1752,east,furniture,Furnishings,14.82,3,0.0,6.2244,0.42
Standard Class,Consumer,United States,Marlborough,Massachusetts,1752,east,furniture,Furnishings,191.82,3,0.0,61.3824,0.32
Standard Class,Consumer,United States,New Rochelle,New York,10801,east,office supplies,Binders,13.904,2,0.2,4.5188,0.32
Same Day,Corporate,United States,Seattle,Washington,98103,west,office supplies,Appliances,314.6,4,0.0,103.818,0.33
Same Day,Corporate,United States,Seattle,Washington,98103,west,furniture,Tables,283.56,4,0.0,45.3696,0.16
Standard Class,Home Office,United States,Detroit,Michigan,48227,central,furniture,Chairs,487.96,2,0.0,146.388,0.3
Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,south,office supplies,Binders,1793.98,2,0.0,843.1706,0.47
Standard Class,Consumer,United States,Quincy,Illinois,62301,central,office supplies,Binders,2.992,4,0.8,-4.488,-1.5
Standard Class,Consumer,United States,Quincy,Illinois,62301,central,technology,Accessories,108.768,4,0.2,2.7192,0.02
First Class,Consumer,United States,New York City,New York,10035,east,office supplies,Paper,25.92,4,0.0,12.4416,0.48
First Class,Consumer,United States,New York City,New York,10035,east,office supplies,Storage,22.58,2,0.0,5.8708,0.26
Same Day,Consumer,United States,Houston,Texas,77095,central,technology,Phones,55.176,3,0.2,-12.4146,-0.22
Standard Class,Consumer,United States,Detroit,Michigan,48205,central,office supplies,Binders,9892.74,13,0.0,4946.37,0.5
Standard Class,Corporate,United States,Chandler,Arizona,85224,west,furniture,Tables,73.915,1,0.5,-45.8273,-0.62
Standard Class,Consumer,United States,Hollywood,Florida,33021,south,furniture,Furnishings,337.088,4,0.2,16.8544,0.05
Second Class,Corporate,United States,Los Angeles,California,90049,west,office supplies,Appliances,61.44,3,0.0,16.5888,0.27
Standard Class,Corporate,United States,San Francisco,California,94122,west,technology,Accessories,479.97,3,0.0,163.1898,0.34
Second Class,Corporate,United States,Sunnyvale,California,94086,west,office supplies,Binders,5.984,2,0.2,2.244,0.38
Second Class,Corporate,United States,Sunnyvale,California,94086,west,technology,Accessories,189.95,5,0.0,45.588,0.24
Second Class,Corporate,United States,Sunnyvale,California,94086,west,technology,Accessories,149.95,5,0.0,31.4895,0.21
Second Class,Corporate,United States,Sunnyvale,California,94086,west,office supplies,Art,29.95,5,0.0,8.6855,0.29
Second Class,Corporate,United States,Sunnyvale,California,94086,west,office supplies,Labels,44.4,3,0.0,22.2,0.5
Standard Class,Home Office,United States,New York City,New York,10011,east,office supplies,Art,66.03,3,0.0,17.1678,0.26
Standard Class,Corporate,United States,Los Angeles,California,90004,west,office supplies,Paper,10.86,2,0.0,5.3214,0.49
Second Class,Corporate,United States,San Francisco,California,94122,west,office supplies,Art,3.36,2,0.0,0.84,0.25
Second Class,Corporate,United States,San Francisco,California,94122,west,office supplies,Binders,27.936,4,0.2,9.4284,0.34
Second Class,Corporate,United States,San Francisco,California,94122,west,technology,Phones,28.784,2,0.2,2.8784,0.1
Standard Class,Consumer,United States,Santa Ana,California,92704,west,office supplies,Supplies,21.96,2,0.0,6.1488,0.28
Second Class,Consumer,United States,Seattle,Washington,98103,west,technology,Accessories,21.98,2,0.0,8.5722,0.39
First Class,Home Office,United States,New York City,New York,10011,east,furniture,Chairs,2621.322,11,0.1,553.3902,0.21
Standard Class,Consumer,United States,Los Angeles,California,90045,west,furniture,Furnishings,74.76,7,0.0,23.9232,0.32
Standard Class,Consumer,United States,Los Angeles,California,90045,west,furniture,Tables,364.776,3,0.2,27.3582,0.08
Standard Class,Corporate,United States,Seattle,Washington,98103,west,furniture,Tables,1115.17,7,0.0,334.551,0.3
First Class,Corporate,United States,San Diego,California,92024,west,office supplies,Binders,89.696,4,0.2,33.636,0.38
First Class,Corporate,United States,San Diego,California,92024,west,office supplies,Labels,50.12,4,0.0,23.5564,0.47
Standard Class,Corporate,United States,New York City,New York,10035,east,office supplies,Fasteners,36.48,6,0.0,18.24,0.5
Standard Class,Consumer,United States,Chicago,Illinois,60653,central,office supplies,Paper,322.192,13,0.2,100.685,0.31
Standard Class,Consumer,United States,Chicago,Illinois,60653,central,office supplies,Binders,2.946,3,0.8,-4.8609,-1.65
Standard Class,Consumer,United States,Chicago,Illinois,60653,central,office supplies,Paper,19.136,4,0.2,6.9368,0.36
Standard Class,Consumer,United States,Harrisonburg,Virginia,22801,south,technology,Accessories,23.08,2,0.0,6.924,0.3
Standard Class,Consumer,United States,Rockville,Maryland,20852,east,technology,Phones,90.48,2,0.0,23.5248,0.26
Second Class,Consumer,United States,Des Moines,Washington,98198,west,furniture,Chairs,215.976,3,0.2,-2.6997,-0.01
Second Class,Consumer,United States,Des Moines,Washington,98198,west,office supplies,Envelopes,65.94,3,0.0,30.9918,0.47
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,east,furniture,Furnishings,11.352,3,0.2,2.6961,0.24
Standard Class,Home Office,United States,Columbus,Indiana,47201,central,office supplies,Storage,24.56,2,0.0,6.8768,0.28
Standard Class,Consumer,United States,Springfield,Missouri,65807,central,office supplies,Envelopes,16.56,2,0.0,7.7832,0.47
Standard Class,Consumer,United States,Springfield,Missouri,65807,central,technology,Accessories,279.95,5,0.0,67.188,0.24
Standard Class,Corporate,United States,Henderson,Kentucky,42420,south,office supplies,Storage,828.84,6,0.0,0.0,0.0
First Class,Consumer,United States,Lakewood,Ohio,44107,east,office supplies,Binders,7.218,3,0.7,-5.5338,-0.77
First Class,Consumer,United States,Lakewood,Ohio,44107,east,office supplies,Supplies,27.2,4,0.2,2.04,0.08
Standard Class,Corporate,United States,Omaha,Nebraska,68104,central,technology,Accessories,89.97,3,0.0,18.8937,0.21
Standard Class,Consumer,United States,Henderson,Kentucky,42420,south,furniture,Furnishings,318.08,4,0.0,34.9888,0.11
Standard Class,Consumer,United States,Henderson,Kentucky,42420,south,office supplies,Binders,5.8,1,0.0,2.61,0.45
Second Class,Corporate,United States,Santa Ana,California,92704,west,technology,Phones,143.952,6,0.2,17.994,0.12
Second Class,Corporate,United States,Santa Ana,California,92704,west,office supplies,Paper,19.44,3,0.0,9.3312,0.48
Standard Class,Consumer,United States,Springfield,Virginia,22153,south,office supplies,Art,5.56,2,0.0,1.4456,0.26
First Class,Corporate,United States,Suffolk,Virginia,23434,south,office supplies,Storage,146.73,3,0.0,2.9346,0.02
First Class,Corporate,United States,Suffolk,Virginia,23434,south,office supplies,Paper,29.9,5,0.0,13.455,0.45
Second Class,Consumer,United States,Los Angeles,California,90049,west,office supplies,Binders,276.784,2,0.2,89.9548,0.32
Standard Class,Corporate,United States,Houston,Texas,77041,central,office supplies,Appliances,93.032,2,0.8,-251.1864,-2.7
Standard Class,Corporate,United States,Houston,Texas,77041,central,furniture,Chairs,454.965,5,0.3,-136.4895,-0.3
Standard Class,Corporate,United States,Cary,North Carolina,27511,south,technology,Phones,246.168,3,0.2,21.5397,0.09
Second Class,Consumer,United States,Springfield,Ohio,45503,east,office supplies,Storage,295.4,5,0.2,-62.7725,-0.21
First Class,Consumer,United States,Louisville,Kentucky,40214,south,office supplies,Storage,348.56,8,0.0,104.568,0.3
Second Class,Corporate,United States,Troy,Ohio,45373,east,office supplies,Paper,15.552,3,0.2,5.4432,0.35
Second Class,Corporate,United States,Troy,Ohio,45373,east,furniture,Bookcases,482.94,6,0.5,-376.6932,-0.78
Standard Class,Consumer,United States,Detroit,Michigan,48227,central,technology,Phones,299.98,2,0.0,83.9944,0.28
Standard Class,Consumer,United States,Detroit,Michigan,48227,central,office supplies,Binders,403.68,6,0.0,181.656,0.45
Standard Class,Consumer,United States,Detroit,Michigan,48227,central,technology,Phones,41.9,2,0.0,11.732,0.28
Standard Class,Consumer,United States,Detroit,Michigan,48227,central,office supplies,Labels,28.91,7,0.0,13.2986,0.46
Standard Class,Consumer,United States,Bloomington,Indiana,47401,central,office supplies,Paper,32.4,5,0.0,15.552,0.48
Standard Class,Home Office,United States,Dallas,Texas,75081,central,technology,Phones,369.544,7,0.2,27.7158,0.08
Standard Class,Home Office,United States,Dallas,Texas,75081,central,office supplies,Paper,10.368,2,0.2,3.7584,0.36
Standard Class,Home Office,United States,Dallas,Texas,75081,central,technology,Accessories,791.88,3,0.2,128.6805,0.16
Standard Class,Consumer,United States,Houston,Texas,77041,central,office supplies,Art,23.64,3,0.2,5.319,0.22
Standard Class,Consumer,United States,Houston,Texas,77041,central,office supplies,Storage,84.784,2,0.2,-16.9568,-0.2
Standard Class,Consumer,United States,Houston,Texas,77041,central,furniture,Furnishings,64.96,5,0.6,-84.448,-1.3
Standard Class,Consumer,United States,Houston,Texas,77041,central,office supplies,Binders,32.06,10,0.8,-51.296,-1.6
Standard Class,Consumer,United States,Houston,Texas,77041,central,office supplies,Storage,177.648,2,0.2,-28.8678,-0.16
Standard Class,Consumer,United States,Houston,Texas,77041,central,technology,Machines,287.91,3,0.4,33.5895,0.12
First Class,Corporate,United States,Haltom City,Texas,76117,central,office supplies,Supplies,22.368,2,0.2,1.6776,0.08
First Class,Corporate,United States,Haltom City,Texas,76117,central,office supplies,Paper,32.368,7,0.2,11.7334,0.36
First Class,Corporate,United States,Haltom City,Texas,76117,central,technology,Accessories,207.984,2,0.2,36.3972,0.18
First Class,Home Office,United States,Richmond,Virginia,23223,south,office supplies,Envelopes,36.4,5,0.0,17.472,0.48
First Class,Home Office,United States,Richmond,Virginia,23223,south,technology,Accessories,22.96,2,0.0,4.3624,0.19
First Class,Home Office,United States,Richmond,Virginia,23223,south,office supplies,Storage,315.2,4,0.0,6.304,0.02
First Class,Home Office,United States,Richmond,Virginia,23223,south,office supplies,Binders,15.18,3,0.0,7.1346,0.47
Second Class,Corporate,United States,Los Angeles,California,90049,west,technology,Phones,623.96,5,0.2,38.9975,0.06
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,east,technology,Phones,429.6,2,0.4,-93.08,-0.22
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,east,furniture,Furnishings,31.968,2,0.2,6.3936,0.2
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,east,furniture,Chairs,887.271,3,0.3,-63.3765,-0.07
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,east,office supplies,Paper,21.696,4,0.2,7.0512,0.32
Standard Class,Home Office,United States,Los Angeles,California,90036,west,office supplies,Labels,22.05,7,0.0,10.584,0.48
Standard Class,Home Office,United States,Los Angeles,California,90036,west,office supplies,Paper,99.9,5,0.0,46.953,0.47
Second Class,Corporate,United States,Los Angeles,California,90032,west,office supplies,Appliances,90.86,7,0.0,26.3494,0.29
Same Day,Consumer,United States,San Francisco,California,94109,west,office supplies,Paper,7.78,1,0.0,3.501,0.45
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,east,office supplies,Binders,78.759,9,0.7,-57.7566,-0.73
Second Class,Home Office,United States,Houston,Texas,77070,central,furniture,Furnishings,9.552,3,0.6,-3.8208,-0.4
Second Class,Home Office,United States,Houston,Texas,77070,central,furniture,Furnishings,5.344,4,0.6,-2.1376,-0.4
Standard Class,Home Office,United States,Las Cruces,New Mexico,88001,west,office supplies,Art,8.28,2,0.0,3.4776,0.42
Standard Class,Consumer,United States,Houston,Texas,77070,central,office supplies,Storage,50.136,3,0.2,-11.2806,-0.22
First Class,Corporate,United States,Redmond,Oregon,97756,west,office supplies,Binders,88.074,7,0.7,-58.716,-0.67
Second Class,Consumer,United States,Cleveland,Ohio,44105,east,furniture,Bookcases,301.47,3,0.5,-241.176,-0.8
Second Class,Consumer,United States,Cleveland,Ohio,44105,east,office supplies,Art,18.656,2,0.2,1.6324,0.09
Standard Class,Corporate,United States,Laurel,Maryland,20707,east,furniture,Furnishings,27.46,2,0.0,9.8856,0.36
Standard Class,Corporate,United States,Laurel,Maryland,20707,east,office supplies,Appliances,125.13,3,0.0,36.2877,0.29
Standard Class,Home Office,United States,San Diego,California,92037,west,technology,Phones,555.96,5,0.2,41.697,0.08
Standard Class,Corporate,United States,Wilson,North Carolina,27893,south,office supplies,Storage,129.552,3,0.2,-22.6716,-0.18
Standard Class,Corporate,United States,Wilson,North Carolina,27893,south,office supplies,Storage,51.984,1,0.2,-5.1984,-0.1
Standard Class,Corporate,United States,Wilson,North Carolina,27893,south,office supplies,Paper,10.272,3,0.2,3.4668,0.34
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,south,office supplies,Binders,18.336,2,0.7,-12.224,-0.67
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,south,technology,Phones,180.96,5,0.2,13.572,0.08
Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,central,technology,Accessories,475.944,7,0.2,95.1888,0.2
Second Class,Home Office,United States,Los Angeles,California,90049,west,technology,Accessories,159.98,2,0.0,47.994,0.3
First Class,Corporate,United States,New York City,New York,10011,east,technology,Phones,43.6,4,0.0,12.208,0.28
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,west,office supplies,Binders,8.288,2,0.2,3.0044,0.36
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,west,technology,Phones,1123.128,9,0.2,70.1955,0.06
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,west,office supplies,Appliances,64.9,5,0.0,18.821,0.29
Standard Class,Consumer,United States,Naperville,Illinois,60540,central,office supplies,Binders,2.808,3,0.8,-4.4928,-1.6
Standard Class,Corporate,United States,Burlington,Vermont,5408,east,technology,Accessories,99.98,2,0.0,42.9914,0.43
Standard Class,Corporate,United States,Burlington,Vermont,5408,east,office supplies,Art,8.04,6,0.0,2.7336,0.34
Standard Class,Corporate,United States,Burlington,Vermont,5408,east,office supplies,Storage,1564.29,13,0.0,406.7154,0.26
Standard Class,Corporate,United States,Detroit,Michigan,48234,central,office supplies,Binders,138.56,4,0.0,66.5088,0.48
Standard Class,Corporate,United States,Detroit,Michigan,48234,central,office supplies,Appliances,65.52,5,0.1,12.376,0.19
Second Class,Consumer,United States,Avondale,Arizona,85323,west,office supplies,Art,14.576,2,0.2,2.3686,0.16
Second Class,Consumer,United States,Avondale,Arizona,85323,west,technology,Accessories,23.2,2,0.2,1.45,0.06
Second Class,Consumer,United States,Avondale,Arizona,85323,west,office supplies,Art,16.464,7,0.2,1.8522,0.11
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,east,furniture,Furnishings,19.312,2,0.2,3.1382,0.16
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,west,office supplies,Paper,40.08,6,0.0,19.2384,0.48
Standard Class,Corporate,United States,Bangor,Maine,4401,east,office supplies,Appliances,101.96,2,0.0,27.5292,0.27
Standard Class,Corporate,United States,Bangor,Maine,4401,east,office supplies,Paper,259.74,13,0.0,124.6752,0.48
Standard Class,Corporate,United States,Bangor,Maine,4401,east,technology,Accessories,255.42,9,0.0,104.7222,0.41
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,south,office supplies,Binders,4.338,3,0.7,-3.0366,-0.7
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,south,office supplies,Binders,11.88,5,0.7,-7.92,-0.67
Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703,central,furniture,Bookcases,405.86,7,0.0,32.4688,0.08
Standard Class,Consumer,United States,Eau Claire,Wisconsin,54703,central,furniture,Chairs,680.01,3,0.0,176.8026,0.26
Standard Class,Consumer,United States,Chicago,Illinois,60610,central,technology,Accessories,2.376,3,0.2,0.7425,0.31
